# X(Mpch)    Y(Mpch)   Z(Mpch)   Vx(kms-1)   Vy(kms-1)   Vz(kms-1)   Rvir(kpch)   Vcirc(kms-1)  Xoff        Nhalo    Distinct/Sub
  50.7136    31.4931   12.1666   -2.74       400.45      -27.56      399.15       309.1         0.069804    108192   0     
  57.4456    20.6128   14.1289   -464.4      101.19      -10.1       368.44       456.6         0.031084    110040   0     
  90.5199    41.3737   8.8566    220.16      -106.65     -111.84     422.59       344.1         0.028273    110886   0     
  88.6999    42.089    9.2303    268.49      -137.81     -344.17     367.12       312.7         0.016828    111282   0     
  58.021     37.9576   5.7272    257.46      141.28      -1031.63    405.49       334.6         0.029218    113838   0     
  50.3351    15.2673   14.8302   -317.49     433.77      -153.25     462.84       337.6         0.1587      114039   0     
  78.3392    32.3866   9.1046    -113.08     207.58      -350.89     452.23       370.0         0.012291    114132   0     
  56.3441    20.4538   14.1677   104.42      280.23      -88.81      745.39       570.0         0.069954    114435   0     
  54.7517    37.1104   10.2429   24.12       4.58        -232.75     310.72       523.1         0.046749    115285   0     
  68.8937    15.2364   17.2195   -281.85     326.01      -38.6       584.43       458.7         0.054307    118204   0     
  50.3955    37.7363   11.5537   67.27       -18.5       -337.88     491.1        397.9         0.063045    118365   0     
  63.0226    49.352    16.6327   -75.51      -204.49     -118.29     395.65       317.0         0.041634    119963   0     
  66.9087    12.9587   19.6039   -335.73     490.81      -17.76      364.34       302.3         0.020489    120026   0     
  51.5673    36.6908   11.6871   79.66       475.13      -241.7      677.89       510.6         0.029208    120209   0     
  54.65      37.068    11.1768   -237.47     -38.07      -885.59     629.81       498.6         0.020252    121415   0     
  76.4031    47.4024   15.5634   26.51       -92.8       -288.39     400.19       361.6         0.021626    123721   0     
  57.6526    37.5626   12.0384   -341.07     -70.65      -630.61     401.19       322.7         0.023512    124396   0     
  68.4514    44.8067   18.4738   -186.84     -111.56     -230.88     422.72       345.3         0.017504    125578   0     
  62.9793    4.2319    24.0944   -237.93     385.11      -239.21     545.25       381.6         0.1372      127087   0     
  57.1961    23.008    20.0471   -217.38     -132.18     -240.44     455.94       339.4         0.051745    130574   0     
  95.3537    2.2848    29.5621   270.51      255.58      -5.66       511.04       380.4         0.043743    130768   0     
  98.1063    43.2181   19.6914   201.4       -93.73      -302.56     406.76       309.2         0.02421     131053   0     
  92.4073    42.3355   24.8776   265.26      36.2        -177.88     561.54       422.6         0.056418    131693   0     
  96.5571    40.1045   25.1502   295.69      -29.04      -247.66     454.06       372.1         0.034533    132686   0     
  52.9526    18.018    22.6109   -20.47      219.71      -216.47     592.35       503.2         0.013443    133510   0     
  66.3429    39.4915   23.6548   -169.46     172.79      -225.64     468.5        371.4         0.044129    133639   0     
  55.3179    19.962    25.6391   -234.92     108.84      -340.44     402.5        305.9         0.059271    140606   0     
  55.91      26.6025   26.1304   -351.95     64.92       -275.76     654.41       497.7         0.1162      141001   0     
  73.7693    42.442    33.0536   -73.77      139.95      -123.54     447.8        344.1         0.058181    141071   0     
  89.3054    1.0185    31.9817   112.87      99.35       -225.84     414.21       306.1         0.1013      141162   0     
  56.8553    28.8667   27.5107   -272.76     -108.23     -484.48     426.02       327.9         0.075031    141659   0     
  71.5197    15.4092   26.888    -138.06     105.15      -350.25     467.38       390.5         0.027647    141892   0     
  96.1376    44.8387   31.66     111.73      2.16        -114.49     397.72       328.9         0.017857    142756   0     
  52.299     22.5909   28.1917   5.45        4.8         -334.22     627.09       512.8         0.019376    143238   0     
  79.7244    39.9436   35.589    -30.6       148.42      48.02       425.28       367.9         0.012182    143600   0     
  58.142     12.1328   31.5242   -158.74     301.51      -185.95     457.64       364.9         0.037083    144738   0     
  61.2753    9.9355    33.0356   -246.87     194.09      -253.02     473.75       400.6         0.011675    145075   0     
  90.8254    45.7562   37.2181   37.67       -30.1       -14.32      470.32       350.3         0.1413      145316   0     
  56.3633    19.3855   29.6426   -220.29     116.26      -337.09     420.2        363.8         0.014002    145463   0     
  56.7504    19.0299   30.2395   -435.02     163.12      -537.1      376.98       303.7         0.039599    148531   0     
  89.2912    44.8871   38.4895   193.57      124.14      -21.95      445.92       343.0         0.043958    149029   0     
  99.5332    47.6831   37.7073   142.14      20.86       -115.64     366.59       316.7         0.033636    151668   0     
  64.7437    5.2532    41.8931   -222.01     121.17      -107.55     449.59       379.2         0.0086122   154854   0     
  63.6666    34.0504   40.2333   -97.9       141.77      -206.97     381.53       307.6         0.02029     155934   0     
  80.8815    40.4511   40.7572   83.59       333.7       -65.03      458.15       353.4         0.065818    156254   0     
  55.5331    7.136     41.514    -254.11     27.47       -154.45     402.68       321.1         0.0448      156405   0     
  98.6168    21.7241   42.0927   465.89      64.54       -176.32     443.79       342.7         0.035383    157096   0     
  90.0611    23.4501   47.8687   434.59      191.23      -103.98     470.52       409.8         0.0092431   158046   0     
  77.5816    45.98     43.6589   -102.83     506.96      42.88       632.78       473.9         0.1253      158461   0     
  77.177     49.1796   46.9467   223.29      164.78      -113.96     651.37       497.8         0.051939    158504   0     
  55.3894    4.2372    47.8189   -89.08      105.4       -12.65      460.81       382.2         0.019097    160742   0     
  90.8518    23.3272   47.7461   71.71       289.06      -36.84      341.29       362.0         0.026714    163194   0     
  56.7532    4.1145    49.2103   -265.71     -18.9       -228.75     565.66       467.2         0.035254    164139   0     
  61.7836    40.3121   3.4344    -180.98     -488.06     891.11      541.89       441.2         0.027148    164643   0     
  63.7653    37.065    5.1327    -35.82      55.93       -492.38     53.507       355.3         0.030863    165893   0     
  50.3796    38.6154   1.4775    119.27      -13.74      546.16      473.53       392.6         0.0093095   166034   0     
